ringing info,,,,logger info,,,,,individual information,,,,,,morphometrics,,,,breeding status,,,,,,breeding location,,,,,samples,,,other,,,,,
date,ring_number,euring_code,color_ring,logger_status,logger_model_retrieved,logger_id_retrieved,logger_model_deployed,logger_id_deployed,species,morph,subspecies,age,sex,sexing_method,weight,scull,tarsus,wing,breeding_stage,eggs,chicks,hatching_success,breeding_success,breeding_success_criterion,country,colony,colony_latitude,colony_longitude,nest_id,blood_sample,feather_sample,other_samples,data_responsible,back_on_nest,logger_mount_method,comment,"other relevant variables, e.g. 'gonys', 'culmen, ",old_ring_number
6/13/2016,6136835,NOS,1S,individual caught (logger retrieved and replaced),mk4083,C416,mk4083,C1291,black-legged kittiwake,,,adult_unknown,unknown,dna,415,,,,incubating,3,0,1,unknown,20d,norway,sklinna,65.202,10.995,"nest 4, third window red house","no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,yes,tarsus,,,
6/13/2016,6224075,NOS,,individual caught (logger retrieved and replaced),mk4083,C395,mk4083,C1302,black-legged kittiwake,,,adult_unknown,unknown,dna,379,,,,incubating,2,0,unknown,unknown,20d,norway,sklinna,65.202,10.995,"nest 6, front yellow house","no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,yes,tarsus,,,
6/13/2016,6136800,NOS,4M,individual caught (logger retrieved and replaced),mk4083,C397,mk4083,C1273,black-legged kittiwake,,,adult_unknown,unknown,dna,370,,,,incubating,2,0,0,0,20d,norway,sklinna,65.202,10.995,"nest 1, front yellow house","no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",dietsample #2,svein-håkon lorentsen,yes,tarsus,,,
6/13/2016,6224077,NOS,,individual caught (first deployment),,,mk4083,C1287,black-legged kittiwake,,,adult_unknown,unknown,dna,377,92.24,34.02,316,incubating,,,unknown,unknown,20d,norway,sklinna,65.202,10.995,"nest 13, front yellow house","no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",dietsample #3,svein-håkon lorentsen,yes,tarsus,,,
6/13/2016,6224081,NOS,,individual caught (first deployment),,,mk4083,C1277,black-legged kittiwake,,,adult_unknown,unknown,dna,381,87.26,32.83,314,incubating,,,unknown,unknown,20d,norway,sklinna,65.202,10.995,"nest 12, front yellow house","no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",feathers for DNA,svein-håkon lorentsen,yes,tarsus,new metal ring,,
6/13/2016,6224082,NOS,,individual caught (first deployment),,,mk4083,C1274,black-legged kittiwake,,,adult_unknown,unknown,dna,372,86.44,33.48,313,incubating,,,unknown,unknown,20d,norway,sklinna,65.202,10.995,"nest 14, front yellow house","no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",feathers for DNA,svein-håkon lorentsen,yes,tarsus,new metal ring,,
6/13/2016,6211839,NOS,7M,individual caught (logger retrieved and replaced),mk4083,C403,mk4083,C1282,black-legged kittiwake,,,adult_unknown,unknown,dna,403,,,,incubating,,,unknown,unknown,20d,norway,sklinna,65.202,10.995,"nest 19, roof front yellow house","no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,yes,tarsus,,,
6/14/2016,6138275,NOS,5K,individual caught (logger retrieved and replaced),mk4083,C400,mk4083,C1290,black-legged kittiwake,,,adult_unknown,unknown,dna,358,,,,incubating,2,0,unknown,unknown,20d,norway,sklinna,65.202,10.995,"nest 6, front yellow house","no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",dietsample #4,svein-håkon lorentsen,yes,tarsus,,,
6/14/2016,6136808,NOS,M9,individual caught (logger retrieved and replaced),mk4083,C405,mk4083,C1294,black-legged kittiwake,,,adult_unknown,unknown,dna,382,,,,incubating,2,0,0,0,20d,norway,sklinna,65.202,10.995,"nest 10, front yellow house","no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,yes,tarsus,"lost one egg during catching, 1 egg left in nest.",,
6/14/2016,6136837,NOS,4S,,,,,,black-legged kittiwake,,,adult_unknown,unknown,dna,363,,,,incubating,,,unknown,unknown,20d,norway,sklinna,65.202,10.995,main colony,"no, no blood was sampled","no, no feathers was sampled",,signe christensen-dalsgaard,yes,,TDRlogger: L292-2070,,
6/15/2016,6138287,NOS,K4,individual caught (logger retrieved and replaced),mk4083,C391,mk4083,C1279,black-legged kittiwake,,,adult_unknown,unknown,dna,351,,,,incubating,1,0,0,0,20d,norway,sklinna,65.202,10.995,"nest 10, front yellow house","no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,yes,tarsus,"lost one egg when we caugth the mate the day before, 1 egg left in nest.",,
6/15/2016,6138276,NOS,K1,individual caught (logger retrieved and replaced),mk4083,C407,mk4083,C1286,black-legged kittiwake,,,adult_unknown,unknown,dna,356,,,,incubating,2,0,0,0,20d,norway,sklinna,65.202,10.995,"nest 3, front yellow house","no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,yes,tarsus,,,
6/16/2016,6136823,NOS,S8,individual caught (logger retrieved and replaced),mk4083,C408,mk4083,C1301,black-legged kittiwake,,,adult_unknown,unknown,dna,369,,,,incubating,3,0,0,0,20d,norway,sklinna,65.202,10.995,"nest 5, front yellow house","no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,yes,tarsus,,,
6/17/2016,6136818,NOS,R7,individual caught (first deployment),,,mk4083,C1300,black-legged kittiwake,,,adult_unknown,unknown,dna,329,,,,rearing chicks,1,2,1,unknown,20d,norway,sklinna,65.202,10.995,"nest 4, second window red house","no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",dietsample #5,svein-håkon lorentsen,yes,tarsus,,,
6/17/2016,6224083,NOS,,individual caught (first deployment),,,mk4083,C1293,black-legged kittiwake,,,adult_unknown,unknown,dna,324,94.28,36.4,318,incubating,2,0,unknown,unknown,20d,norway,sklinna,65.202,10.995,"nest 1, second window red house","no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",feathers for DNA,svein-håkon lorentsen,yes,tarsus,new metal ring,,
6/17/2016,6224084,NOS,,individual caught (first deployment),,,mk4083,C1289,black-legged kittiwake,,,adult_unknown,unknown,dna,359,91.14,35.41,309,incubating,2,0,unknown,unknown,20d,norway,sklinna,65.202,10.995,"nest 2, second window red house","no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",feathers for DNA,svein-håkon lorentsen,yes,tarsus,new metal ring,,
6/17/2016,6136820,NOS,8R,individual caught (first deployment),,,mk4083,C1275,black-legged kittiwake,,,adult_unknown,unknown,dna,365,,,,incubating,3,0,unknown,unknown,20d,norway,sklinna,65.202,10.995,"nest 4, third window red house","no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,yes,tarsus,,,
6/21/2016,CA44710,NOS,,"individual caught (logger retrieved, bird released without logger)",mk3006,V2014044,,,common eider,,,adult_unknown,female,morphology,1460,,,,incubating,2,0,unknown,unknown,20d,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,,,
6/22/2016,CA44733,NOS,,"individual caught (logger retrieved, bird released without logger)",mk3006,V2012132,,,common eider,,,adult_unknown,female,morphology,1940,,,,incubating,5,0,unknown,unknown,20d,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,logger did not work,,
6/24/2016,CA44734,NOS,,"individual caught (logger retrieved, bird released without logger)",mk3006,V2012140,,,common eider,,,adult_unknown,female,morphology,1300,,,,incubating,5,0,unknown,unknown,20d,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,logger did not work,,
6/24/2016,CA44723,NOS,,"individual caught (logger retrieved, bird released without logger)",mk3006,V2014035,,,common eider,,,adult_unknown,female,morphology,1640,,,,incubating,4,0,unknown,unknown,20d,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",down for ARCTOX?,svein-håkon lorentsen,,tarsus,,,
6/26/2016,CA44736,NOS,,"individual caught (logger retrieved, bird released without logger)",mk3006,V2014042,,,common eider,,,adult_unknown,female,morphology,1690,,,,incubating,4,0,unknown,unknown,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,,,
6/26/2016,CA44744,NOS,,"individual caught (logger retrieved, bird released without logger)",c250,Q569,,,common eider,,,adult_unknown,female,morphology,1340,,,,incubating,5,0,unknown,unknown,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,logger did not work,,
6/26/2016,CA44703,NOS,,"individual caught (logger retrieved, bird released without logger)",mk3006,V2012341,,,common eider,,,adult_unknown,female,morphology,1680,,,,incubating,6,0,unknown,unknown,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,,,
6/27/2016,CA44722,NOS,,"individual caught (logger retrieved, bird released without logger)",mk3006,V2014036,,,common eider,,,adult_unknown,female,morphology,1300,,,,incubating,5,0,unknown,unknown,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,logger did not work,,
6/27/2016,CA44745,NOS,,"individual caught (logger retrieved, bird released without logger)",c250,Q570,,,common eider,,,adult_unknown,female,morphology,1630,,,,incubating,4,0,unknown,unknown,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,logger did not work,,
7/6/2016,CA44727,NOS,,"individual caught (logger retrieved, bird released without logger)",mk3006,V2012135,,,common eider,,,adult_unknown,female,morphology,1580,,,,incubating,3,0,unknown,unknown,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,Pin broken on logger,,
6/12/2016,6136801,NOS,7N,individual observed (logger still attached),,,,,black-legged kittiwake,,,adult_unknown,unknown,dna,,,,,nonbreeding/failed_breeder,0,0,0,0,20d,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/12/2016,6211989,NOS,C5,individual observed (logger still attached),,,,,black-legged kittiwake,,,adult_unknown,unknown,dna,,,,,failed breeder,0,0,0,0,20d,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/12/2016,6211834,NOS,3M,individual observed (logger still attached),,,,,black-legged kittiwake,,,adult_unknown,unknown,dna,,,,,incubating,,0,0,0,20d,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/12/2016,6211990,NOS,9C,individual observed (logger still attached),,,,,black-legged kittiwake,,,adult_unknown,unknown,dna,,,,,incubating,,0,0,0,20d,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/12/2016,6136840,NOS,T6,individual observed (logger still attached),,,,,black-legged kittiwake,,,adult_unknown,unknown,dna,,,,,incubating,,0,,unknown,20d,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/12/2016,6136816,NOS,6R,individual observed (logger still attached),,,,,black-legged kittiwake,,,adult_unknown,unknown,dna,,,,,nonbreeding/failed_breeder,0,0,0,0,20d,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/12/2016,6198339,NOS,P9,individual observed (logger still attached),,,,,black-legged kittiwake,,,adult_unknown,unknown,dna,,,,,nonbreeding/failed_breeder,0,0,0,0,20d,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/13/2016,6138287,NOS,6C,individual observed (logger still attached),,,,,black-legged kittiwake,,,adult_unknown,unknown,dna,,,,,nonbreeding/failed_breeder,0,0,0,0,20d,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/5/2016,2000826,NOS,"PC, green",individual caught (logger lost and replaced),,,c330,Y116,european shag,,,adult_unknown,male,behaviour,1770,134.5,,276,incubating,3,,,,,norway,sklinna,65.202,10.995,32,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/15/2016,2000799,NOS,"PJ, green",individual caught (logger retrieved and replaced),c250,M900,c330,Y121,european shag,,,adult_unknown,male,behaviour,1920,,,,incubating,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,No contact with logger,,
6/20/2016,2000989,NOS,"PF, Green",individual caught (logger retrieved and replaced),c250,M908,c330,Y114,european shag,,,adult_unknown,female,behaviour,1670,,,,incubating,2,,,,,norway,sklinna,65.202,10.995,40,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,Logger downloaded,,
6/25/2016,2001046,NOS,"PG, green",individual caught (logger retrieved and replaced),c250,M902,c330,Y106,european shag,,,adult_unknown,female,behaviour,1580,,,,rearing chicks,,2,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,Logger downloaded,,
6/25/2016,2001186,NOS,"PK, green",individual caught (first deployment),,,c330,Y103,european shag,,,adult_unknown,female,behaviour,1820,135.5,60.9,264,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/25/2016,2000937,NOS,"PH, green",individual caught (logger retrieved and replaced),c250,T111,c330,Y118,european shag,,,adult_unknown,male,behaviour,1960,,,,incubating,3,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,Logger downloaded,,
6/30/2016,2000980,NOS,"PD, green",individual caught (logger retrieved and replaced),c250,M907,c330,Y117,european shag,,,adult_unknown,male,behaviour,1860,,,,rearing chicks,,2,,,,norway,sklinna,65.202,10.995,Ved 48,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,Logger downloaded,,
6/30/2016,2001191,NOS,"PL, green",individual caught (first deployment),,,c330,Y112,european shag,,,adult_unknown,male,behaviour,2030,138.9,,280,rearing chicks,,2,,,,norway,sklinna,65.202,10.995,1,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/30/2016,2001192,NOS,"PN, green",individual caught (first deployment),,,c330,Y104,european shag,,,adult_unknown,male,behaviour,1940,131.8,,281,rearing chicks,,2,,,,norway,sklinna,65.202,10.995,6,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/30/2016,2001193,NOS,"PR, green",individual caught (first deployment),,,c330,Y122,european shag,,,adult_unknown,female,behaviour,1880,134.2,,269,rearing chicks,,3,,,,norway,sklinna,65.202,10.995,7,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/30/2016,2000717,NOS,"PU, green",individual caught (first deployment),,,c330,Y097,european shag,,,adult_unknown,male,behaviour,1910,135.6,,278,rearing chicks,1,1,,,,norway,sklinna,65.202,10.995,8,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/30/2016,2001194,NOS,"PP, green",individual caught (first deployment),,,c330,B1203,european shag,,,adult_unknown,male,behaviour,1750,136.6,,273,rearing chicks,,3,,,,norway,sklinna,65.202,10.995,9,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/30/2016,299290,NOS,"PA, green",individual caught (first deployment),,,c330,Y096,european shag,,,adult_unknown,male,behaviour,2010,138.9,,276,rearing chicks,,2,,,,norway,sklinna,65.202,10.995,26,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/30/2016,2001187,NOS,"VB, green",individual caught (first deployment),,,c330,B1202,european shag,,,adult_unknown,female,behaviour,1660,133.1,,270,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,33,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/30/2016,2001188,NOS,"VH, green",individual caught (first deployment),,,c330,B1265,european shag,,,adult_unknown,male,behaviour,1880,137.8,,271,rearing chicks,1,2,,,,norway,sklinna,65.202,10.995,38,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/30/2016,2001189,NOS,"VN, green",individual caught (first deployment),,,c330,Y094,european shag,,,adult_unknown,male,behaviour,1980,137.3,,282,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,40,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/30/2016,282888,NOS,Red TC,individual observed (logger lost),,,,,european shag,,,adult_unknown,female,behaviour,,,,,,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/30/2016,2001190,NOS,"VU, green",individual caught (first deployment),,,c330,Y108,european shag,,,adult_unknown,female,behaviour,1660,139.9,,270,rearing chicks,2,1,,,,norway,sklinna,65.202,10.995,46,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/30/2016,2001401,NOS,"VL, green",individual caught (first deployment),,,c330,B1342,european shag,,,adult_unknown,male,behaviour,1940,134.9,,289,rearing chicks,1,1,,,,norway,sklinna,65.202,10.995,23,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/30/2016,2000928,NOS,"PE, green",individual caught (first deployment),,,c330,Y101,european shag,,,adult_unknown,female,behaviour,1750,135.3,,276,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,22,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/30/2016,2001402,NOS,"PB, green",individual caught (first deployment),,,c330,Y098,european shag,,,adult_unknown,female,behaviour,1680,132.3,,267,rearing chicks,,3,,,,norway,sklinna,65.202,10.995,21,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/2/2016,2000741,NOS,Red SM,individual observed (logger status unknown),,,,,european shag,,,adult_unknown,,,,,,,,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/2/2016,2000903,NOS,Red ZY,individual observed (logger still attached),,,,,european shag,,,adult_unknown,,,,,,,,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/2/2016,2001020,NOS,Red SF,individual observed (logger still attached),,,,,european shag,,,adult_unknown,,,,,,,,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
